Text,Label
Nim mane ge banadhu ellva ..,Neutral
Anna aswathama ge kannada barutta,Neutral
@Sowjanya M.Y ha...sister,Neutral
ASN,Neutral
ಟೈಮ್ ಅನ್ನೋದೇ ಹೀಗೆ,Neutral
Guru Pub G game.....,Neutral
pakka prufff kodi,Neutral
E film adru chenag odli,Neutral
Tennis Krishna fans hit like,Neutral
Hindi me lao,Neutral
Visual are super totoly  movie,Neutral
Vishnu Dada fans like madi,Neutral
APPU Fan,Neutral
Handsup shoot madbeka dishkaew,Neutral
Paramvah Music uuuujnxgjmifjkijhn Ya jinhen,Neutral
@Samuel Sam,Neutral
@Chethan Chethu ಜೈ ಡಿ ಬಾಸ್,Neutral
Idu riyel rar,Neutral
ಗುರು ಅಶ್ವತ್ಥಾಮ ಯಾವ ಬಾಷೇ ಮಾತಾಡ್ತಿದ್ದ ಅಂಥ ಹೇಳಿ ನಿಮಗೂ ಗೊತ್ತಿಲ್ಲ ಅಂದ್ರೆ ಆ ಡಾಕ್ಟರ್ ಅನ್ನು ಕೇಳಿ ತಿಳ್ಕೊಂಡು ಹೇಳಿ ನಮ್ಮ ಕನ್ನಡ ವಾದ್ರೆ ತೊಂಬ ಸಂತೋಷ ವಾಗುತ್ತೆ ಅಲ್ವಾ,Neutral
In udupi sir,Neutral
ಸರ್ ಅಶ್ವತ್ಥಾಮ ಆ ವೈದ್ಯರ ಮನೆಗೆ ಬರುತ್ತಿದ್ದ ಅಂತ ಹೇಳುದ್ರಿ ಅವನಿಗೆ ಹೇಗೆ  ಗೊತ್ತು ಅವರು ವೈದ್ಯರು ಅಂತ ಮತ್ತೆ ಮುಖ್ಯವಾಗಿ ಮಹಾಭಾರತ ಕಾಲದಲ್ಲಿ ಹಿಂದಿ,Neutral
ನನಗು ತೊರಸಿ ಅಶ್ವತ್ತಾಮರಾ,Neutral
ನಾಲ್ಕು ಯುಗಗಳು ಮುಗಿದ ಮೇಲೆ ಪುನ,Neutral
Raktha rathri yakshagana nodi maryare,Neutral
Yes edre adare yli?,Neutral
Pandavaru mamsa tinthidra,Neutral
Kaiwarada thathayya(yogi narayanappa),Neutral
Fix CCTV ......confirm,Neutral
Priya Goudar,Neutral
Duplicate  video,Neutral
Hinene sariyagide sir,Neutral
Navu. Rent tagondu,Neutral
Well side bro,Neutral
Amar Prasad .com,Neutral
@Sai Kumar may be,Neutral
Agadre no 3 yaru,Neutral
ಪ್ರಪಂಚವನ್ನೇ ನಡುಗಿಸುತ್ತಿರುವ ಉಗ್ರವಾದ ಕರೋನಾಗೆ ಶಾಕ್!!nರೂ.50,Neutral
Thank  you  sir,Neutral
ಆದ್ರೆ ಚೀನಾ ಗೇ ಬಕೆಟ್ ಹಿಡಿತಾರೇ,Neutral
S ur ryt,Neutral
ಜೈ ಮೋರಿ ಜೈ ರೋಗಿ ಇಸ್ಲಾಂ ಸಾಯಿಸಿ ಇದೆ ಇವರ ಗುರಿ,Neutral
ಎಲ್ಲಾ ಸರಿ ಗುರು,Neutral
Well said bro,Neutral
Epic comment....,Neutral
@Dhanik Patel I am not blaming India bro,Neutral
@Karthik S Reddy 1,Neutral
Bazaar annodu kannada padana guru?,Neutral
hands up english alva,Neutral
@maneesh / jlu,Neutral
@SIDDARAJU D vhhhk,Neutral
@Karthik S Reddy 46449449494,Neutral
@Sujan Tejas bdj try j,Neutral
@Shashank Shashu super bro,Neutral
@Madhu Madhu thanks bro,Neutral
Good job shivu,Neutral
600 ನೆ ಲೈಕ್ ನನ್ನದೇ,Neutral
@ganesha m by,Neutral
Shivu Patil,Neutral
Song lyrics in kannada n,Neutral
Flair gun  ge hondu like,Neutral
@Raja Vishnuvardhana Tamil of ciurse,Neutral
@Thiru valluvan good bro...grt,Neutral
@Lavanya gowda Tan Q Sister,Neutral
@Rock Siddu hehehe,Neutral
yarella shivaji surathkal nodidira,Neutral
Kannadada Carrynಹೊಡಿ 9,Neutral
Hands up nahi Hands down,Neutral
After 10 pm,Neutral
Good morning mam,Neutral
Super sogs guru,Neutral
Hi my friend,Neutral
Hi my friend,Neutral
Me bro,Neutral
Vijay prakash,Neutral
Gichha song appsji,Neutral
@info abhi ಏನ್ ಡೈಲಾಗ್ ಪಾ,Neutral
Swalpa aerial tara ide.,Neutral
Like salman jettender,Neutral
V CCC gihkhj,Neutral
@AKSHAY ANAND,Neutral
@AKSHAY ANAND n 1,Neutral
Who is pavan kalyan?,Neutral
Give link to that pandi kokku song ....,Neutral
ಗಾಳಿ ಮಾತಿನ ಬಜಾರು ಸುದ್ದಿ ಸಾರಿದೆ ಸುಮಾರು,Neutral
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ girl friend,Neutral
STANY d Souza,Neutral
Rakshith fan kerala,Neutral
Bindu  lowda smartphones laptop kelvu brand chinade agidru nav use madtha erodakke already tax kattidivi en  munde kattod beda antha heltha erodu,Neutral
Tik tok vade gala,Neutral
Hen music guru,Neutral
Friend's Block tickets kuda sigalla,Neutral
ರಾಬರ್ಟ್ ಫಸ್ಟ್ ಲುಕ್  ನೋಡಿದ್ದೀರಾ ಲೈಕ್ ಮಾಡಿ,Neutral
He he he..,Neutral
2nd song(Narayana) releasing tomorrow @11,Neutral
Hands up ‍‍‍,Neutral
Kgf fan like har,Neutral
Kannadalli bandiro yella cinema December 27 kke hands up yidu charitre shrushtisu avatar annovru like madi,Neutral
100 times correct,Neutral
Slow poisoning song,Neutral
E song alli flare gun ide,Neutral
KANNADA KAGI  LIKE ANU VATHi      n,Neutral
Manu Lachchi fa)ks,Neutral
@Manju Flower cbv,Neutral
2019 last end -2020 this movie Rakshit settyge break kodutte annoru like madi,Neutral
Shankar Nag is back 🤗,Neutral
ಹೌದು ಕನ್ನಡತಿ ಭುವನ ಅವ್ರೆ.ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ.ಜೈ ಭುವನೇಶ್ವರಿ ತಾಯಿ.ಜೈ ಕನ್ನಡಿಗ.ಜೈ ಕನ್ನಡತಿ ಕಣ ಕಣದಲ್ಲೂ ಕನ್ನಡ.ಕನ್ನಡವೇ ಸತ್ಯ.ಕನ್ನಡವೇ ನಿತ್ಯ. ಸಿರಿಗನ್ನಡಂ ಗೆಲ್ಗೆ. ಸಿರಿಗನ್ನಡಂ ಬಾಳ್ಗೆ.ಕನ್ನಡದ ಭಕ್ತ ಶಿವರಾಮ್ ಗೌಡ ಮಂಡ್ಯ.6363014117.8296261615.,Neutral
Super rakshith shetty,Neutral
Rasmeka u r un like he is so cuteeeeee his simple  alte,Neutral
Fans wars bittu Nam Kannada films belibeku annoru like madi..,Neutral
@Samyak H P ಖಂಡಿತವಾಗಿಯೂ,Neutral
@Bhimrao Naik appu fans support all Kannada films,Neutral
@Bhimrao Naik nIde beda anta helodu,Neutral
Krishna Tirividi ಹೌದು ಕರೆಕ್ಟ್..ಅಪ್ಪು ಫ್ಯಾನ್ ಕಡೆಯಿಂದ..,Neutral
Mungaru male and dia,Neutral
Nanige thumba esta aytu chitrakate diya du love mocktail kinta tq keep it up,Neutral
Sir naanu Visakhapatnam li iradhu,Neutral
Sir madam ninmna once aldru meet mada beku,Neutral
96 film tamil alli blockbuster... gultoo,Neutral
1st rank raju,Neutral
Nan nodidini mobile li,Neutral
nanu Attidini climax nalli,Neutral
Diya,Neutral
Please movie na re release madi,Neutral
Bere bashyalli anuvadha maadi,Neutral
@christ anil nimmappa alvenro,Neutral
Soori anba song nodi bandavru  like maadi,Neutral
@Chethan Chethu ಜೈ ಡಿ ಬಾಸ್,Neutral
Jai D Bossssss,Neutral
@psushilshankar ENT.,Neutral
Let's pray,Neutral
@d boss mania Yegurkollale cake cutting puk,Neutral
Bookmyshow nalli Robert ge interest kodi,Neutral
Prajwal Devraj is Back,Neutral
1st view bro,Neutral
Like madi link share madi,Neutral
ಧ್ರುವ ಬಾಸ್ ಅಭಿಮಾನಿಗಳು ಲೈಕ್ ಮಾಡಿ,Neutral
ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,Neutral
@MADHU S B,Neutral
@MADHU S B ಹೌದು ಗುರು,Neutral
Srinidhi ಶ್ರೀ w,Neutral
Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu,Neutral
Hello Hindi song,Neutral
Hindi song trailer no promotion release Hindi trailer in Hindi channel,Neutral
Hindi me lao,Neutral
Hidden details in trailer of Avane Srimanarayana ....n,Neutral
Malayalam singer,Neutral
Next Shankar nag born,Neutral
Hindi song bittilva?,Neutral
Bro hindi language pls,Neutral
Paramvah Music Hindi?,Neutral
I am looking for Hindi song...,Neutral
Next shankar nag boss,Neutral
GTA 5 BRO,Neutral
GTA 5 bro,Neutral
Gta 5 bro,Neutral
Kapi baddathade super,Neutral
Nys cmnt gagana mem,Neutral
@suresh surya tq sir,Neutral
ಖಂಡಿತ ಮಾಡ್ತಿನಿ bro,Neutral
Gta 5 bro,Neutral
Bro nanu kichcha fan bro...,Neutral
@gowthami gowthami wow nice...,Neutral
@Praveen M V,Neutral
Olledaytu bidi mem,Neutral
ಏನ್ ....... ಪಾ ಅವರ್ನ್,Neutral
ಕರೆಕ್ಟ್ ಬ್ರದರ್ love you bro,Neutral
Super Anna. Neev helid Matu 100% nija. Onedu Matalu oned artayide.,Neutral
Super Guru,Neutral
Channag ugide bro,Neutral
ಟೈಮ್ ಅನ್ನೋದೇ ಹೀಗೆ,Neutral
pratham hel oda,Neutral
ಶಂಕರ್ ಅಶ್ವಥ್ ಸಾರ್,Neutral
sir nimmannu naanu 1st nodiddu Manethana  annuva 2.30 serial nalli sir...20 years before sir...but adra nanthara evagle nodtha erudu sir...,Neutral
Love u rakshita shetty,Neutral
Beard and walking style,Neutral
ಕೇಳ್ತಾ ಕೇಳ್ತಾ,Neutral
Unique tune.. Ade thamte,Neutral
Ajanesh lokanath,Neutral
One side,Neutral
Ninyavaga hindi li nodidiyappa?? Swalpa link share madu??,Neutral
@Nithi nithinNav en madvappa....,Neutral
#KGFCHAPTER2  #KGF2,Neutral
Short film EDITING ಮಾಡುವುದು ಹೇಗೆ ಲಿಂಕ್nn,Neutral
Lo troll madtadyalla nin us mado mobile ysvdo,Neutral
ನಾನು ಸಣ್ಣಾವಿದ್ಧಾಗ ನಮ್ಮ ಅಜ್ಜ,Neutral
Manu baligar avaru gadag jille shirahatti taluk Shigli gramadavaru. Nanu ade gramadavanu.,Neutral
ಸುಪರ್ ತೊಗರಿ ತಿಫ ಲಾಚನಕೇರಿ,Neutral
Suryana Mari,Neutral
Bari ait re,Neutral
Malayalis pore,Neutral
Dia name meaning yenu,Neutral
@siddu raj,Neutral
Ban agoithalla bro Inna yenidhru tamte saddhu yerd steppu  ashte,Neutral
Please sir Tik tak bide,Neutral
Shankar sir moulyayutha nudigalu,Neutral
Yes bro correct,Neutral
Awesome song! 2nd Shankarnag to KFI,Neutral
@anirudh 8 mostly avru Ee film nalli iddare anusutte,Neutral
Super rashita Sir,Neutral
@Raja Vishnuvardhana Ohh,Neutral
Loved vijay prakash sir voice,Neutral
All hands up nAnd one like,Neutral
Adu support irodarinda,Neutral
Share madta idini,Neutral
ಹಾಡು ಮಾತ್ರ,Neutral
E mathu,Neutral
Hands up song ge,Neutral
Hands Up antha Rashmika goskara bardang ide,Neutral
Slow poison song hit like if u agree,Neutral
Yes true guru,Neutral
Leak alla adu theater run mugdidakke nAmazon prime hakidare,Neutral
@krishnanand naik ಸರ್,Neutral
Account details kodi sir.... Love you  love you  love you,Neutral
Nanu 14 sala nodidha movie idhu,Neutral
Sir enthavru jaatre dialogue,Neutral
Nanu yash sudeep darshan appu cinema bittu yardu nodalla,Neutral
@PRAJWAL NAYAK Karnataka bro,Neutral
ರಾಮ ರಾಮ ತುಸು ದಕ್ಷ ವೃಪ ಜಾರಿಪ,Neutral
Bipin Chettejana Rama Rama Tusu Daksha Vrutha Jaripa.,Neutral
ta ta ta ta ta da da da,Neutral
January yalli nodidavaru like madi,Neutral
Nagaraj h Jagavar a,Neutral
@Nagaraj h Jagavar 777 Charlie barutte next,Neutral
444444 super 30,Neutral
6 6 6 6 6 6  super 30,Neutral
@Sanju Sp adhu gun hesru,Neutral
ಎಂಥ lines,Neutral
May be after hamsaleka,Neutral
Like for singer #vijayprakash,Neutral
Rashmika n her fans,Neutral
Looks like Rango Movie,Neutral
E song first time yarig tilidila avr like madi,Neutral
Yaru boss alla,Neutral
200 ne like nande,Neutral
Hidden details in trailer of ASNn,Neutral
#AvaneSrimannarayana #HandsUp song last alli fork esiyodu sanvi anustte,Neutral
Different r s maga ninu,Neutral
Ditto shankranna kandru aa step hakovaaga,Neutral
DAGAR IN BAR nAFTER RAKSHIT  HITnn,Neutral
@Nikhil Karkala,Neutral
ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ  ನಿಂತನು ಓರ್ವ ರಾಕ್ಷಸ,Neutral
Ya bro  true,Neutral
@Kumara Kantirava sari nodu,Neutral
@varshini hmk yeha I know ...,Neutral
mode ON,Neutral
Who hate rashmika mandana like heare,Neutral
Gun ಹೆಸ್ರು ಅನವರತ ಇರ್ಬಹುದಾ? 🤔🤔🤔nಗೊತ್ತಿಲ್ಲ ಇದ್ರು ಇರಬಹುದು,Neutral
@Ranjith think madirlilla,Neutral
57 time,Neutral
@G D yatheesh good job BRO,Neutral
@MOVIES BOX o Robert,Neutral
charan gowda  db,Neutral
Isske samne dabbang flop hai..ASN,Neutral
Like from Kasaragod,Neutral
up......,Neutral
His gun is like a flair gun,Neutral
Different song,Neutral
Pakkar agidhe .......song,Neutral
4.19 ....SRK Pose,Neutral
Even i felt the same..,Neutral
So good boss,Neutral
Very true bro,Neutral
uff  kedu,Neutral
Wat dat means bro,Neutral
@manju Vivek means awesome,Neutral
@Abhijith shetty no klnAp no kkjjmb nn 🤡🧖‍🧡🧣🧤🧘‍🧘🧘‍,Neutral
Hi friends nanna atira ondu kate ide adanna short movie maadbeku antha ase adre adu agtailla please saport maadi 7875182258 idu nanna no,Neutral
Neev super marree...,Neutral
@Mithun KUDLA well said bro,Neutral
Telugu r we joke of u,Neutral
@satishnithyanandam lo kaidhi,Neutral
@Nandi Parthasarathi nim Amman thulavru,Neutral
@Sammy Gunda s bro,Neutral
ಲಾಸ್ಟ್ ಅಲ್ಲಿ Fork  ಎಸೆದಿದ್ದು shaanvi aka Lakshmi ಇರಬಹುದಾ ಅನ್ನೋರು like ಮಾಡಿ,Neutral
Swalpa Shankar nag no did a hage kanuthe,Neutral
@Manjumani Manjumani yes really sure,Neutral
@Venu ahgbowdu.,Neutral
Handsup shoot madbeka dishkaew,Neutral
Link share madi,Neutral
. Hindi Ali,Neutral
Paramvah Music hindi,Neutral
Sir pls answer abt Hindi version...,Neutral
Hindi.  ?,Neutral
@Raj T yes,Neutral
hindi song link pls,Neutral
Hi Paramvah Music,Neutral
@jagadish g dambal,Neutral
@jagadish g dambal,Neutral
@jagadish g dambal,Neutral
I'mGM million  0pp0.,Neutral
@jagadish g dambal the,Neutral
Please upload drama song,Neutral
@anup kulkarni T-Series,Neutral
@Srihari Y Gdeepak,Neutral
Paramvah Music inn,Neutral
Paramvah Music in,Neutral
Paramvah Music as,Neutral
After #marakkar trailer,Neutral
@Basavaraja S A aw in km. M km kmnnMN MN on,Neutral
Basanni baa  kannada movi,Neutral
Paramvah Music uuuujnxgjmifjkijhn Ya jinhen,Neutral
@Sandeep Nagaraj o,Neutral
@Raghul SUNIL PANZER WAS,Neutral
NEW KANNADA FEMALE VERSION SONGn,Neutral
AGT-KELU (KANNADA RAP 2019),Neutral
Kirik party boys,Neutral
SLOW POISON SONG,Neutral
Ggggggggggggggggggggg song of 2019 to 2020 one like for 2020,Neutral
Yaaru illi movie nodkondu bandidira like  madi...,Neutral
Story e movie plus point,Neutral
@Lalsab Mulla tq sir,Neutral
Shankranna= RakshithnUppi Dada= Rishabh,Neutral
@Navya N ya your right but I like him,Neutral
Poornima Poornima oooooooooooo brami,Neutral
@Pradeep.Uppi. Uppi.,Neutral
Superr bhaii songs,Neutral
6) vijaya devarakonda,Neutral
ha ha ha ha,Neutral
Haha  nija,Neutral
Wt Abt devarkonda,Neutral
100 million song idu,Neutral
@Sachin Y S nim number send made bro,Neutral
Super song and super dance,Neutral
One like for music,Neutral
Visual are super totoly  movie,Neutral
Vp super voice,Neutral
Rakshith ShettynRishab shetty nFans hit like here,Neutral
AwesomenJai kichcha 🤩,Neutral
Nagarjuna avaru lyrics bardirodhu!!,Neutral
@Dhee Pu adu Acchhagannada,Neutral
Ragad song  ....,Neutral
#BOSS FAN'S YELLA LIKE MADRO,Neutral
Wow wt I seen ?? Osmm,Neutral
HistorynBefore sanvinAfter shanvi,Neutral
@Praveen P ik,Neutral
Moorne kgf 2,Neutral
Nice PD 🤘,Neutral
sleeping beauty syndrome,Neutral
Appu boss fan's like mdi,Neutral
@Vinay Vn  nani gentle men??,Neutral
Super movie 100 days,Neutral
ಮನೆಯಿಂದಲೇ ಸಂಪಾದಿಸಬೇಕೇ? With income proof. WhatsApp 6362806874,Neutral
ಭಾರೀ ಚಲೋ ಅಯ್ತ್ರಿ,Neutral
D. Boss abhimani kadeyinda,Neutral
a d b boss,Neutral
Super  appu Bøss fans,Neutral
@Deepa CH Roll no-24,Neutral
D boss kaa bro.....,Neutral
Jai appu boss,Neutral
Godiyaga isfet adatida,Neutral
Godiyaga ata aadtida,Neutral
ನನಗೆ ಯಾದಿ ಮೇ ಶಾದಿ  ಕ್ಯಾಸೆಟ್ ಹಾಡುಗಳು ಬೇಕಾಗಿವೆ,Neutral
ನನಗೆ. ಯಾದೀಮೇ. ಶಾದೀ.ಹಾಡುಗಳು.ಬೇಕಾಗೀವೇ,Neutral
